Recognisable Name, Description, Qualified Name, Target, Ordinal, ClassAccess, MethodAccess,Don't Remap
random_1084,null,Lnet/minecraft/world/biome/BiomeJungle;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1085,null,Lnet/minecraft/world/biome/BiomeJungle;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1086,null,Lnet/minecraft/world/biome/BiomeJungle;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1087,null,Lnet/minecraft/world/biome/BiomeSavanna;getRandomTreeFeature(Ljava/util/Random;)Lnet/minecraft/world/gen/feature/WorldGenAbstractTree;,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1088,null,Lnet/minecraft/world/biome/BiomeSavanna;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1089,null,Lnet/minecraft/world/biome/BiomeSavanna;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1090,null,Lnet/minecraft/world/biome/BiomeSavanna;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1091,null,Lnet/minecraft/world/biome/BiomeMesa;genTerrainBlocks(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/chunk/ChunkPrimer;IID)V,Ljava/util/Random;nextDouble()D,0,0x21,0x1,FALSE
random_1092,null,Lnet/minecraft/world/biome/BiomeMesa;genTerrainBlocks(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/chunk/ChunkPrimer;IID)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1093,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1094,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1095,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1096,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1097,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1098,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_1099,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,6,0x21,0x1,FALSE
random_1100,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,7,0x21,0x1,FALSE
random_1101,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,8,0x21,0x1,FALSE
random_1102,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,9,0x21,0x1,FALSE
random_1103,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,10,0x21,0x1,FALSE
random_1104,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextInt(I)I,11,0x21,0x1,FALSE
random_1105,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextBoolean()Z,12,0x21,0x1,FALSE
random_1106,null,Lnet/minecraft/world/biome/BiomeMesa;generateBands(J)V,Ljava/util/Random;nextBoolean()Z,13,0x21,0x1,FALSE
random_1107,null,Lnet/minecraft/world/biome/BiomeForestMutated;getRandomTreeFeature(Ljava/util/Random;)Lnet/minecraft/world/gen/feature/WorldGenAbstractTree;,Ljava/util/Random;nextBoolean()Z,0,0x21,0x1,FALSE
random_1108,null,Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1109,null,Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1110,null,Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1111,null,Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1112,null,Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1113,null,Lnet/minecraft/world/gen/feature/WorldGenTallGrass;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_1114,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x4,FALSE
random_1115,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x4,FALSE
random_1116,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x4,FALSE
random_1117,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x4,FALSE
random_1118,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x4,FALSE
random_1119,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,5,0x21,0x4,FALSE
random_1120,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,6,0x21,0x4,FALSE
random_1121,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,7,0x21,0x4,FALSE
random_1122,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,8,0x21,0x4,FALSE
random_1123,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,9,0x21,0x4,FALSE
random_1124,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,10,0x21,0x4,FALSE
random_1125,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,11,0x21,0x4,FALSE
random_1126,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,12,0x21,0x4,FALSE
random_1127,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,13,0x21,0x4,FALSE
random_1128,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,14,0x21,0x4,FALSE
random_1129,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,15,0x21,0x4,FALSE
random_1130,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,16,0x21,0x4,FALSE
random_1131,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,17,0x21,0x4,FALSE
random_1132,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,18,0x21,0x4,FALSE
random_1133,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,19,0x21,0x4,FALSE
random_1134,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,20,0x21,0x4,FALSE
random_1135,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,21,0x21,0x4,FALSE
random_1136,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,22,0x21,0x4,FALSE
random_1137,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,23,0x21,0x4,FALSE
random_1138,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,24,0x21,0x4,FALSE
random_1139,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,25,0x21,0x4,FALSE
random_1140,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,26,0x21,0x4,FALSE
random_1141,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,27,0x21,0x4,FALSE
random_1142,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,28,0x21,0x4,FALSE
random_1143,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,29,0x21,0x4,FALSE
random_1144,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,30,0x21,0x4,FALSE
random_1145,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,31,0x21,0x4,FALSE
random_1146,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,32,0x21,0x4,FALSE
random_1147,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,33,0x21,0x4,FALSE
random_1148,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,34,0x21,0x4,FALSE
random_1149,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,35,0x21,0x4,FALSE
random_1150,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,36,0x21,0x4,FALSE
random_1151,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,37,0x21,0x4,FALSE
random_1152,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,38,0x21,0x4,FALSE
random_1153,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,39,0x21,0x4,FALSE
random_1154,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,40,0x21,0x4,FALSE
random_1155,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,41,0x21,0x4,FALSE
random_1156,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,42,0x21,0x4,FALSE
random_1157,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,43,0x21,0x4,FALSE
random_1158,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,44,0x21,0x4,FALSE
random_1159,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,45,0x21,0x4,FALSE
random_1160,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,46,0x21,0x4,FALSE
random_1161,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,47,0x21,0x4,FALSE
random_1162,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,48,0x21,0x4,FALSE
random_1163,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,49,0x21,0x4,FALSE
random_1164,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,50,0x21,0x4,FALSE
random_1165,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,51,0x21,0x4,FALSE
random_1166,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,52,0x21,0x4,FALSE
random_1167,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,53,0x21,0x4,FALSE
random_1168,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,54,0x21,0x4,FALSE
random_1169,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,55,0x21,0x4,FALSE
random_1170,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,56,0x21,0x4,FALSE
random_1171,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,57,0x21,0x4,FALSE
random_1172,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,58,0x21,0x4,FALSE
random_1173,null,Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,59,0x21,0x4,FALSE
random_1174,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre1(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x4,FALSE
random_1175,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre1(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x4,FALSE
random_1176,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre1(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x4,FALSE
random_1177,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x4,FALSE
random_1178,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x4,FALSE
random_1179,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x4,FALSE
random_1180,null,Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x4,FALSE
random_1181,null,Lnet/minecraft/world/gen/NoiseGeneratorSimplex;<init>(Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,0,0x21,0x1,FALSE
random_1182,null,Lnet/minecraft/world/gen/NoiseGeneratorSimplex;<init>(Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,1,0x21,0x1,FALSE
random_1183,null,Lnet/minecraft/world/gen/NoiseGeneratorSimplex;<init>(Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,2,0x21,0x1,FALSE
random_1184,null,Lnet/minecraft/world/gen/NoiseGeneratorSimplex;<init>(Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1185,null,Lnet/minecraft/world/gen/feature/WorldGenDoublePlant;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1186,null,Lnet/minecraft/world/gen/feature/WorldGenDoublePlant;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1187,null,Lnet/minecraft/world/gen/feature/WorldGenDoublePlant;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1188,null,Lnet/minecraft/world/gen/feature/WorldGenDoublePlant;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1189,null,Lnet/minecraft/world/gen/feature/WorldGenDoublePlant;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1190,null,Lnet/minecraft/world/gen/feature/WorldGenDoublePlant;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_1191,null,Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1192,null,Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1193,null,Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1194,null,Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1195,null,Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1196,null,Lnet/minecraft/world/gen/feature/WorldGenSwamp;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_1197,null,Lnet/minecraft/world/gen/feature/WorldGenClay;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1198,null,Lnet/minecraft/world/gen/feature/WorldGenSand;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1199,null,Lnet/minecraft/world/gen/feature/WorldGenBush;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1200,null,Lnet/minecraft/world/gen/feature/WorldGenBush;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1201,null,Lnet/minecraft/world/gen/feature/WorldGenBush;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_1202,null,Lnet/minecraft/world/gen/feature/WorldGenBush;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_1203,null,Lnet/minecraft/world/gen/feature/WorldGenBush;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_1204,null,Lnet/minecraft/world/gen/feature/WorldGenBush;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_1205,null,Lnet/minecraft/world/gen/feature/WorldGenReed;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_1206,null,Lnet/minecraft/world/gen/feature/WorldGenReed;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_1207,null,Lnet/minecraft/world/gen/feature/WorldGenReed;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
