Recognisable Name	 Description	 Qualified Name	 Target	 Ordinal	 ClassAccess	 MethodAccess	Don't Remap	Don't change	IsClient?	Static
randomFacingPlane	A random plane direction	Lnet/minecraft/util/EnumFacing$Plane;random(Ljava/util/Random;)Lnet/minecraft/util/EnumFacing;	Ljava/util/Random;nextInt(I)I	0	0x4031	0x1	FALSE	FALSE	FALSE	FALSE
random_338	null	Lnet/minecraft/util/math/MathHelper;getInt(Ljava/util/Random;II)I	Ljava/util/Random;nextInt(I)I	0	0x21	0x9	FALSE	FALSE	FALSE	FALSE
randomUUID	Creates a new UUID for entities	Lnet/minecraft/util/math/MathHelper;getRandomUUID(Ljava/util/Random;)Ljava/util/UUID;	Ljava/util/Random;nextLong()J	0	0x21	0x9	FALSE	TRUE	FALSE	FALSE
randomUUID	Creates a new UUID for entities	Lnet/minecraft/util/math/MathHelper;getRandomUUID(Ljava/util/Random;)Ljava/util/UUID;	Ljava/util/Random;nextLong()J	1	0x21	0x9	FALSE	TRUE	FALSE	FALSE
random_340	null	Lnet/minecraft/util/math/MathHelper;nextDouble(Ljava/util/Random;DD)D	Ljava/util/Random;nextDouble()D	0	0x21	0x9	FALSE	FALSE	FALSE	FALSE
random_339	null	Lnet/minecraft/util/math/MathHelper;nextFloat(Ljava/util/Random;FF)F	Ljava/util/Random;nextFloat()F	0	0x21	0x9	FALSE	FALSE	FALSE	FALSE
registryGetRandomObject	Gets a random registry value from the mc registry	Lnet/minecraft/util/registry/RegistrySimple;getRandomObject(Ljava/util/Random;)Ljava/lang/Object;	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
random_1374	null	Lnet/minecraft/util/WeightedRandom;getRandomItem(Ljava/util/Random;Ljava/util/List;I)Lnet/minecraft/util/WeightedRandom$Item;	Ljava/util/Random;nextInt(I)I	0	0x21	0x9	FALSE	FALSE	FALSE	FALSE
villagerSpawnPos	Random Position for Villagers to spawn	Lnet/minecraft/village/Village;findRandomSpawnPos(Lnet/minecraft/util/math/BlockPos;III)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
villagerSpawnPos	Random Position for Villagers to spawn	Lnet/minecraft/village/Village;findRandomSpawnPos(Lnet/minecraft/util/math/BlockPos;III)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
villagerSpawnPos	Random Position for Villagers to spawn	Lnet/minecraft/village/Village;findRandomSpawnPos(Lnet/minecraft/util/math/BlockPos;III)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
villageResetDoorOpeningRestrictionCounter	Unused Code	Lnet/minecraft/village/Village;removeDeadAndOutOfRangeDoors()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	TRUE	FALSE	FALSE
ironGolemSpawnVillage	Whether to spawn an Iron Golem in a Village or not	Lnet/minecraft/village/Village;tick(I)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
random_1512	null	Lnet/minecraft/village/VillageSiege;findRandomSpawnPos(Lnet/minecraft/util/math/BlockPos;)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
random_1513	null	Lnet/minecraft/village/VillageSiege;findRandomSpawnPos(Lnet/minecraft/util/math/BlockPos;)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
random_1514	null	Lnet/minecraft/village/VillageSiege;findRandomSpawnPos(Lnet/minecraft/util/math/BlockPos;)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
random_1511	null	Lnet/minecraft/village/VillageSiege;spawnZombie()Z	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
random_1509	null	Lnet/minecraft/village/VillageSiege;tick()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
random_1510	null	Lnet/minecraft/village/VillageSiege;trySetupSiege()Z	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
genBaseNoiseValue	The basic noise value used for biome generation	Lnet/minecraft/world/biome/Biome;generateBiomeTerrain(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/chunk/ChunkPrimer;IID)V	Ljava/util/Random;nextDouble()D	0	0x421	0x11	FALSE	TRUE	FALSE	FALSE
genBedrockLayer	The height of the bedrock layer in that current position	Lnet/minecraft/world/biome/Biome;generateBiomeTerrain(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/chunk/ChunkPrimer;IID)V	Ljava/util/Random;nextInt(I)I	0	0x421	0x11	FALSE	TRUE	FALSE	FALSE
genSandstone	How many layers of sandstone should be generated below a block	Lnet/minecraft/world/biome/Biome;generateBiomeTerrain(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/world/chunk/ChunkPrimer;IID)V	Ljava/util/Random;nextInt(I)I	1	0x421	0x11	FALSE	TRUE	FALSE	FALSE
genBigOakTree	If a big oak tree should be generated instead of a normal tree	Lnet/minecraft/world/biome/Biome;getRandomTreeFeature(Ljava/util/Random;)Lnet/minecraft/world/gen/feature/WorldGenAbstractTree;	Ljava/util/Random;nextInt(I)I	0	0x421	0x1	FALSE	TRUE	FALSE	FALSE
genDifferentFlower	If a dandelion or a poppy should be generated	Lnet/minecraft/world/biome/Biome;pickRandomFlower(Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Lnet/minecraft/block/BlockFlower$EnumFlowerType;	Ljava/util/Random;nextInt(I)I	0	0x421	0x1	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	4	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	5	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	6	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	7	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	8	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	9	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	10	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	11	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	12	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	13	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	14	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	15	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	16	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	17	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	18	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	19	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	20	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	21	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	22	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	23	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	24	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	25	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	26	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	27	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	28	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	29	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	30	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	31	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	32	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	33	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	34	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	35	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	36	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	37	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	38	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	39	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	40	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	41	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	42	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	43	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	44	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	45	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	46	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	47	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	48	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	49	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	50	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	51	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	52	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	53	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	54	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	55	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	56	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	57	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genDecorations(Lnet/minecraft/world/biome/Biome;Lnet/minecraft/world/World;Ljava/util/Random;)V	Ljava/util/Random;nextInt(I)I	58	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre1(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre1(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre1(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	TRUE	FALSE	FALSE
biomeDecoration	Biome Decoration	Lnet/minecraft/world/biome/BiomeDecorator;genStandardOre2(Lnet/minecraft/world/World;Ljava/util/Random;ILnet/minecraft/world/gen/feature/WorldGenerator;II)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x4	FALSE	TRUE	FALSE	FALSE
desertGeneration	Desert Generation	Lnet/minecraft/world/biome/BiomeDesert;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
desertGeneration	Desert Generation	Lnet/minecraft/world/biome/BiomeDesert;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
desertGeneration	Desert Generation	Lnet/minecraft/world/biome/BiomeDesert;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
desertGeneration	Desert Generation	Lnet/minecraft/world/biome/BiomeDesert;decorate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
desertGeneration	Desert Generation	Lnet/minecraft/world/biome/BiomeEndDecorator;getSpikesForWorld(Lnet/minecraft/world/World;)[Lnet/minecraft/world/gen/feature/WorldGenSpikes$EndSpike;	Ljava/util/Random;nextLong()J	0	0x21	0x9	FALSE	TRUE	FALSE	FALSE
forestGenration	Forest Generation	Lnet/minecraft/world/biome/BiomeForest;addDoublePlants(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;I)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
forestGenration	Forest Generation	Lnet/minecraft/world/biome/BiomeForest;addDoublePlants(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;I)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	TRUE	FALSE	FALSE
forestGenration	Forest Generation	Lnet/minecraft/world/biome/BiomeForest;addDoublePlants(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;I)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	TRUE	FALSE	FALSE
forestGenration	Forest Generation	Lnet/minecraft/world/biome/BiomeForest;addDoublePlants(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;I)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	TRUE	FALSE	FALSE
forestGenration	Forest Generation	Lnet/minecraft/world/biome/BiomeForest;addMushrooms(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	TRUE	FALSE	FALSE
